"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"FRW00034067","1963-12-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0","T,,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0","T,,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0","T,,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0","T,,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1963-12-31","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-15","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-21","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-22","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-29","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-01-31","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-25","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-02-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"   25",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-25","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-03-31","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-15","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-21","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-22","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-29","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-04-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-15","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-21","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-22","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-25","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-05-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-15","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-22","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-25","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-29","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-06-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-15","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-16","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-21","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-22","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-23","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-29","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-30","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-07-31","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-05","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-06","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-07","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-12","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-13","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-14","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-17","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-18","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-19","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-20","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-21","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-24","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-25","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-26","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-27","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-28","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-08-31","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-01","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-02","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-03","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-04","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-08","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-09","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-10","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
"FRW00034067","1964-09-11","48.43333","4.48333","120.1","BRIENNE, FR",,,,,"    0",",,X",,,,,,,,,,,,,,,,,,
